"OrderID","OrderDate","CustomerName","Country","ProductID","ProductName","Category","UnitPrice","Quantity","SalesRep","PaymentMethod","DiscountCode","OrderSource"
"12942","2024-10-09","tom okoth","Uganda","P009","Scarf","Apparel","20.66","1","Alice M.","mpesa","NEW10","affiliate"
"12943","2025-07-19","jane mensah","Kenya","P003","Hoodie","Footwear ","37.22","1","Unknown","Debit","null","Web"
"12944","2024-08-25","lydia njoroge","Uganda","P001","Denim Jacket","Accessories","139.90","1","Bob","unknown","null","affiliate"
"12945","2025-05-05","fatima b okoth","Tanzania","P026","Beanie","Clothes","13.49","2","Alice M.","unknown","null","affiliate"
"12946","2024-09-11","j.  wanjiru","Kenya","P017","Watch","Accessories","76.48","2","Alice M.","Credit Card","null","web"
"12947","2024-11-22","alice c mugabe","Kenya","P021","Sunglass Case","Footwear","50.53","1","Unknown","mpesa","DISC-20","Web"
"12948","2024-04-18","jane mugabe","Kenya","P007","Belt","Apparel","22.02","1","Unknown","mpesa","null","affiliate"
"12949","2025-03-28","amina c mwase","Kenya","P030","Ankle Socks","Footwear ","83.25","1","Bob","mpesa","null","affiliate"
"12950","2025-10-19","amina wanjiru","Rwanda","P026","Beanie","Clothes","13.49","1","Bob","Cash","null","web"
"12951","2024-12-19","chloe karanja","rwanda","P022","Boots","Footwear","20.68","1","Bob","Cash","null","mobile"
"12952","2025-02-09","david c said","Kenya","P021","Sunglass Case","Footwear","50.53","1","Unknown","unknown","DISC-20","Web"
"12953","2024-04-17","t. mutiso","Rwanda","P024","Sandals","Apparel","48.32","1","TEAM_A","bank transfer","null","store"
"12954","2025-07-15","lydia  wanjiru","Kenya","P023","Loafers","Apparel","116.66","1","Alice M.","unknown","null","store"
"12955","2025-01-02","j. ibrahim","Tanzania","P003","Hoodie","Footwear ","372.20","1","Unknown","bank transfer","null","none"
"12956","2024-08-18","n. mwangi","South Sudan","P029","Active Shorts","Apparel","27.63","1","TEAM_A","unknown","NEW10","none"
"12957","2024-12-29","fatima wanjiru","South Sudan","P019","Earrings","Accessories","43.66","1","charles","unknown","null","none"
"12958","2024-02-26","david kamau","Kenya","P029","Active Shorts","Apparel","27.63","1","Unknown","unknown","SUMMER","none"
"12959","2025-02-08","l. okoth","Burundi","P012","Skirt","Footwear","38.53","1","Unknown","Mpesa","NEW10","web"
"12960","2025-03-22","fatima wanjiru","Uganda","P023","Loafers","Apparel","116.66","1","Bob","Cash","null","web"
"12961","2024-03-11","robert mensah","South Sudan","P029","Active Shorts","Apparel","27.63","1","Alice M.","bank transfer","null","none"
"12963","2024-10-06","mark okoth","Kenya","P014","Shorts","Footwear","62.57","3","Alice M.","Credit Card","null","store"
"12964","2024-10-31","david d kim","Uganda","P002","Sneakers","Apparel","86.72","1","Unknown","unknown","SUMMER","web"
"12965","2025-03-12","d. okoth","Kenya","P024","Sandals","Apparel","483.20","1","charles","Mpesa","null","web"
"12966","2023-12-15","david kim","rwanda","P011","Dress","Apparel","59.57","1","Alice M.","Debit","null","store"
"12967","2025-02-15","alice d karanja","Tanzania","P002","Sneakers","Apparel","86.72","2","charles","Mpesa","null","web"
"12968","2025-03-09","p. mugabe","Kenya","P002","Sneakers","Apparel","86.72","1","Alice M.","Cash","DISC-20","mobile"
"12969","2023-11-12","brian ibrahim","Burundi","P004","Sunglasses","Apparel","80.88","1","Unknown","Debit","null","none"
"12970","2024-11-19","owen c mutiso","Kenya","P022","Boots","Footwear","10.34","4","TEAM_A","mpesa","DISC-20","none"
"12972","2024-04-20","lydia z otieno","Kenya","P010","Cap","Accessories","28.77","1","TEAM_A","unknown","null","Web"
"12973","2024-07-13","p. kamau","Rwanda","P021","Sunglass Case","Footwear","50.53","1","Bob","Mpesa","DISC-20","store"
"12974","2024-08-15","linda mutiso","Uganda","P019","Earrings","Accessories","43.66","1","Unknown","unknown","null","affiliate"
"12975","2025-04-18","linda b mutiso","Kenya","P027","Sports Tee","Clothes","28.49","1","Bob","bank transfer","SUMMER","mobile"
"12976","2025-08-16","noah d okoth","Kenya","P027","Sports Tee","Clothes","28.49","2","charles","unknown","null","none"
"12979","2025-09-08","sophia kamau","Kenya","P015","Socks","Apparel","83.19","1","Unknown","bank transfer","SUMMER","Web"
"12980","2024-10-17","paul ibrahim","Kenya","P030","Ankle Socks","Footwear ","83.25","1","Bob","Mpesa","null","web"
"12981","2024-05-26","amina karanja","Kenya","P028","Leggings","Footwear","28.75","1","charles","mpesa","SUMMER","none"
"12982","2024-09-03","tom wanjiru","Tanzania","P030","Ankle Socks","Footwear ","83.25","1","charles","Cash","DISC-20","web"
"12983","2024-12-01","noah doe","Kenya","P004","Sunglasses","Apparel","80.88","1","Unknown","Cash","SUMMER","store"
"12984","2024-03-08","tom mugabe","Rwanda","P017","Watch","Accessories","76.48","1","Alice M.","unknown","DISC-20","none"
"12985","2024-03-06","chloe karanja","Kenya","P029","Active Shorts","Apparel","27.63","1","TEAM_A","mpesa","DISC-20","affiliate"
"12986","2024-05-01","brian z kamau","Uganda","P001","Denim Jacket","Accessories","139.90","1","TEAM_A","Debit","DISC-20","affiliate"
"12987","2026-01-01","mark mutiso","Uganda","P008","Jeans","Footwear","112.30","1","Alice M.","Mpesa","SUMMER","mobile"
"12988","2024-04-01","alice mwase","South Sudan","P007","Belt","Apparel","22.02","1","Bob","Cash","null","store"
"12989","2025-09-29","mary wanjiru","Kenya","P016","Backpack","Accessories","76.33","1","TEAM_A","mpesa","null","Web"
"12990","2025-07-08","sophia doe","South Sudan","P003","Hoodie","Footwear ","37.22","2","Alice M.","Credit Card","null","web"
"12992","2025-06-04","john okoth","rwanda","P006","Running Shoes","Clothes","116.45","3","charles","Credit Card","NEW10","Web"
"12993","2024-01-24","owen mwase","Tanzania","P015","Socks","Apparel","83.19","1","TEAM_A","unknown","null","Web"
"12995","2024-12-08","linda doe","Uganda","P026","Beanie","Clothes","13.49","1","Unknown","mpesa","NEW10","none"
"12996","2025-07-04","noah kim","Kenya","P029","Active Shorts","Apparel","27.63","1","Unknown","bank transfer","null","mobile"
"12997","2024-03-06","linda kamau","Tanzania","P002","Sneakers","Apparel","86.72","1","charles","mpesa","null","store"
"12998","2024-07-03","paul karanja","South Sudan","P019","Earrings","Accessories","43.66","1","TEAM_A","Cash","null","mobile"
"12999","2024-11-02","paul wanjiru","Kenya","P013","Blazer","Apparel","18.78","2","TEAM_A","Mpesa","SUMMER","Web"
"13000","2025-03-02","sophia b wanjiru","Uganda","P020","Necklace","Apparel","12.82","1","Unknown","Credit Card","DISC-20","store"
"13001","2025-01-07","n. mugabe","Kenya","P024","Sandals","Apparel","483.20","1","Unknown","Debit","SUMMER","store"
"13002","2023-06-17","lydia c kamau","Rwanda","P026","Beanie","Clothes","13.49","1","Unknown","unknown","SUMMER","store"
"13004","2024-12-25","peter mwangi","Uganda","P023","Loafers","Apparel","116.66","1","charles","unknown","null","mobile"
"13005","2025-01-12","noah njoroge","Uganda","P013","Blazer","Apparel","18.78","1","Unknown","Cash","null","store"
"13006","2024-07-13","paul mwangi","Uganda","P030","Ankle Socks","Footwear ","83.25","1","Alice M.","mpesa","null","affiliate"
"13007","2025-02-26","linda c wanjiru","Kenya","P016","Backpack","Accessories","76.33","1","TEAM_A","bank transfer","null","web"
"13009","2025-08-23","peter doe","Kenya","P022","Boots","Footwear","10.34","2","Bob","Cash","SUMMER","store"
"13010","2024-09-23","owen  kim","Kenya","P022","Boots","Footwear","10.34","1","Unknown","Cash","null","store"
"13011","2024-12-20","sam z mugabe","Uganda","P005","T-shirt","Clothes","110.09","1","Bob","unknown","null","none"
"13012","2025-01-26","a. doe","Burundi","P011","Dress","Apparel","59.57","2","TEAM_A","Debit","null","none"
"13014","2024-09-10","alice ibrahim","rwanda","P003","Hoodie","Footwear ","37.22","2","Unknown","bank transfer","DISC-20","affiliate"
"13015","2024-07-08","john mutiso","South Sudan","P012","Skirt","Footwear","38.53","1","TEAM_A","Credit Card","null","Web"
"13016","2025-02-27","p. mensah","Kenya","P027","Sports Tee","Clothes","28.49","1","Unknown","mpesa","SUMMER","none"
"13017","2025-02-07","fatima z mensah","Tanzania","P004","Sunglasses","Apparel","80.88","1","Alice M.","unknown","null","affiliate"
"13018","2025-09-03","grace c njoroge","Kenya","P015","Socks","Apparel","83.19","2","charles","bank transfer","SUMMER","store"
"13019","2024-10-02","fatima doe","rwanda","P002","Sneakers","Apparel","86.72","1","Bob","Mpesa","null","web"
"13020","2024-12-17","moses said","Tanzania","P012","Skirt","Footwear","38.53","1","Alice M.","Credit Card","null","mobile"
"13021","2025-07-27","a. mwangi","Burundi","P028","Leggings","Footwear","28.75","2","TEAM_A","unknown","null","Web"
"13022","2025-02-16","r. kamau","South Sudan","P022","Boots","Footwear","10.34","1","Bob","Cash","NEW10","none"
"13023","2025-08-10","tom otieno","Rwanda","P002","Sneakers","Apparel","86.72","1","Bob","mpesa","null","web"
"13024","2024-11-16","john mensah","Kenya","P006","Running Shoes","Clothes","116.45","2","TEAM_A","Cash","NEW10","Web"
"13025","2025-01-05","chloe z mugabe","Kenya","P011","Dress","Apparel","59.57","1","Unknown","Mpesa","NEW10","none"
"13026","2024-03-16","mark kamau","Kenya","P017","Watch","Accessories","76.48","1","Alice M.","mpesa","null","none"
"13027","2025-07-08","alice otieno","Kenya","P025","Windbreaker","Apparel","90.77","2","Unknown","Cash","null","Web"
"13028","2024-11-16","john mugabe","Tanzania","P021","Sunglass Case","Footwear","50.53","1","Unknown","Credit Card","SUMMER","store"
"13029","2025-09-30","sophia kamau","Tanzania","P019","Earrings","Accessories","43.66","1","Unknown","unknown","NEW10","mobile"
"13030","2025-02-01","peter otieno","Kenya","P007","Belt","Apparel","22.02","1","Unknown","Cash","NEW10","Web"
"13031","2024-04-30","linda said","Burundi","P017","Watch","Accessories","76.48","1","Unknown","Credit Card","null","mobile"
"13032","2025-09-29","lydia c mensah","Tanzania","P007","Belt","Apparel","22.02","1","Alice M.","Mpesa","DISC-20","store"
"13033","2025-01-04","chloe doe","Rwanda","P023","Loafers","Apparel","116.66","1","charles","Mpesa","null","affiliate"
"13034","2024-03-06","sophia ibrahim","rwanda","P016","Backpack","Accessories","76.33","1","Bob","bank transfer","null","mobile"
"13038","2025-05-12","chloe mutiso","rwanda","P012","Skirt","Footwear","38.53","1","TEAM_A","bank transfer","SUMMER","Web"
"13039","2024-12-08","owen mwase","Rwanda","P004","Sunglasses","Apparel","8.09","1","Alice M.","mpesa","null","store"
"13040","2024-09-11","peter  wanjiru","Kenya","P024","Sandals","Apparel","48.32","1","TEAM_A","mpesa","null","affiliate"
"13041","2025-01-06","c. okoth","South Sudan","P019","Earrings","Accessories","43.66","1","Alice M.","Debit","NEW10","none"
"13042","2025-09-23","j. mwangi","Uganda","P009","Scarf","Apparel","20.66","1","TEAM_A","unknown","null","mobile"
"13043","2025-02-15","robert mensah","South Sudan","P014","Shorts","Footwear","62.57","2","TEAM_A","Cash","SUMMER","store"
"13044","2024-03-29","esther  otieno","Tanzania","P006","Running Shoes","Clothes","116.45","1","TEAM_A","mpesa","NEW10","Web"
"13045","2025-07-17","noah kim","Tanzania","P003","Hoodie","Footwear ","37.22","2","Unknown","Debit","NEW10","Web"
"13046","2024-03-11","peter okoth","South Sudan","P029","Active Shorts","Apparel","27.63","1","Bob","Cash","SUMMER","Web"
"13047","2024-02-27",\N,"Burundi","P030","Ankle Socks","Footwear ","83.25","1","Unknown","Cash","null","store"
"13048","2024-07-06","robert okoth","Uganda","P006","Running Shoes","Clothes","116.45","1","Unknown","unknown","SUMMER","store"
"13049","2024-11-08","linda wanjiru","Burundi","P008","Jeans","Footwear","112.30","1","Bob","Cash","DISC-20","store"
"13050","2025-05-14","d. okoth","Kenya","P011","Dress","Apparel","59.57","1","charles","Mpesa","null","Web"
"13051","2025-02-08","g. mugabe","Uganda","P013","Blazer","Apparel","18.78","3","Unknown","Mpesa","null","store"
"13052","2025-01-14",\N,"Rwanda","P005","T-shirt","Clothes","110.09","1","charles","unknown","null","store"
"13053","2025-02-06","moses b said","Uganda","P026","Beanie","Clothes","13.49","1","TEAM_A","unknown","null","Web"
"13054","2024-04-06","mark mugabe","Kenya","P021","Sunglass Case","Footwear","50.53","1","Unknown","Credit Card","null","store"
"13055","2024-01-22","p.  mutiso","South Sudan","P024","Sandals","Apparel","48.32","1","Unknown","unknown","null","none"
"13056","2024-05-02","peter d mwase","Kenya","P004","Sunglasses","Apparel","80.88","1","charles","Cash","NEW10","web"
"13057","2025-08-24",\N,"Rwanda","P025","Windbreaker","Apparel","90.77","2","Unknown","bank transfer","null","Web"
"13058","2024-04-11","a. wanjiru","Kenya","P026","Beanie","Clothes","13.49","1","TEAM_A","mpesa","DISC-20","none"
"13059","2025-03-17","sophia c kamau","Uganda","P030","Ankle Socks","Footwear ","83.25","1","Unknown","bank transfer","NEW10","affiliate"
"13060","2025-03-25",\N,"Kenya","P027","Sports Tee","Clothes","28.49","1","Alice M.","bank transfer","SUMMER","mobile"
"13061","2024-12-06","alice kim","Burundi","P017","Watch","Accessories","76.48","1","charles","Mpesa","SUMMER","none"
"13063","2024-02-02","peter mensah","Kenya","P018","Bracelet","Footwear","113.51","1","Alice M.","Debit","null","affiliate"
"13064","2026-01-08","peter njoroge","Uganda","P004","Sunglasses","Apparel","80.88","1","Alice M.","Mpesa","null","store"
"13065","2025-03-10","alice ibrahim","Uganda","P002","Sneakers","Apparel","86.72","1","charles","unknown","null","Web"
"13066","2024-06-17","sophia c karanja","Uganda","P030","Ankle Socks","Footwear ","83.25","1","Bob","unknown","SUMMER","store"
"13068","2024-01-27","noah wanjiru","Uganda","P014","Shorts","Footwear","625.70","1","charles","bank transfer","SUMMER","mobile"
"13069","2024-10-14","tom njoroge","rwanda","P030","Ankle Socks","Footwear ","83.25","1","Alice M.","Credit Card","null","web"
"13070","2025-07-13","mark doe","Uganda","P026","Beanie","Clothes","13.49","1","Alice M.","Mpesa","DISC-20","Web"
"13071","2024-06-11","fatima okoth","Tanzania","P026","Beanie","Clothes","13.49","1","Bob","Mpesa","null","web"
"13072","2025-07-29","david c wanjiru","Kenya","P003","Hoodie","Footwear ","37.22","1","TEAM_A","Cash","NEW10","web"
"13073","2025-05-07","lydia  z  mwangi","South Sudan","P001","Denim Jacket","Accessories","139.90","1","charles","Credit Card","SUMMER","store"
"13074","2024-09-08","chloe c okoth","Kenya","P018","Bracelet","Footwear","113.51","1","TEAM_A","mpesa","null","store"
"13075","2025-03-17","sophia c mugabe","Kenya","P011","Dress","Apparel","59.57","1","Unknown","Credit Card","null","store"
"13076","2024-01-13","moses mugabe","Uganda","P015","Socks","Apparel","83.19","1","Alice M.","Cash","SUMMER","mobile"
"13077","2024-08-26","tom ibrahim","Kenya","P011","Dress","Apparel","59.57","1","TEAM_A","bank transfer","null","web"
"13078","2025-04-22","lydia mugabe","Tanzania","P019","Earrings","Accessories","43.66","1","Bob","unknown","null","store"
"13080","2025-09-20","a. ibrahim","Kenya","P013","Blazer","Apparel","18.78","2","Bob","unknown","DISC-20","affiliate"
"13082","2024-10-20","o. wanjiru","Burundi","P005","T-shirt","Clothes","110.09","1","charles","unknown","DISC-20","web"
"13083","2025-06-21","grace ibrahim","Kenya","P009","Scarf","Apparel","20.66","1","Unknown","Debit","NEW10","Web"
"13084","2025-04-18","john mutiso","Tanzania","P023","Loafers","Apparel","116.66","1","Bob","Cash","NEW10","affiliate"
"13086","2024-07-31","lydia mensah","Uganda","P019","Earrings","Accessories","43.66","1","TEAM_A","unknown","NEW10","none"
"13087","2024-01-07","l. ibrahim","rwanda","P015","Socks","Apparel","83.19","1","Bob","unknown","NEW10","store"
"13088","2024-03-21","brian said","South Sudan","P005","T-shirt","Clothes","110.09","1","Alice M.","Debit","SUMMER","mobile"
"13089","2025-05-04","mary njoroge","Uganda","P011","Dress","Apparel","59.57","1","TEAM_A","unknown","null","store"
"13091","2024-02-19","tom mugabe","Tanzania","P009","Scarf","Apparel","20.66","1","Bob","Cash","null","affiliate"
"13092","2025-10-16",\N,"Uganda","P014","Shorts","Footwear","62.57","1","Unknown","Mpesa","NEW10","store"
"13093","2024-07-01","sophia  mwase","Rwanda","P016","Backpack","Accessories","76.33","1","Alice M.","Debit","NEW10","web"
"13094","2024-07-07","tom d wanjiru","Burundi","P011","Dress","Apparel","59.57","1","Unknown","Cash","null","affiliate"
"13095","2024-05-07","noah b doe","Kenya","P011","Dress","Apparel","59.57","2","Unknown","Credit Card","null","none"
"13096","2024-08-06","david c karanja","Tanzania","P019","Earrings","Accessories","43.66","2","Unknown","bank transfer","SUMMER","web"
"13097","2025-03-09","lilian kamau","Tanzania","P015","Socks","Apparel","83.19","2","Bob","mpesa","null","web"
"13099","2025-07-06","mark z kamau","Rwanda","P007","Belt","Apparel","22.02","1","Unknown","Debit","null","Web"
"13100","2024-06-01","moses z mutiso","Kenya","P007","Belt","Apparel","22.02","1","Alice M.","mpesa","null","Web"
"13101","2023-01-27","peter wanjiru","Burundi","P005","T-shirt","Clothes","110.09","1","Alice M.","mpesa","null","store"
"13102","2025-05-19","sophia njoroge","Tanzania","P028","Leggings","Footwear","28.75","2","Alice M.","unknown","NEW10","store"
"13103","2024-08-30","linda d kamau","Kenya","P006","Running Shoes","Clothes","116.45","1","Unknown","unknown","null","store"
"13104","2025-06-04","robert mutiso","South Sudan","P010","Cap","Accessories","28.77","1","Bob","Debit","SUMMER","store"
"13105","2025-06-25","j.  kamau","Kenya","P027","Sports Tee","Clothes","14.24","1","TEAM_A","Mpesa","NEW10","web"
"13106","2025-02-03","peter doe","Rwanda","P001","Denim Jacket","Accessories","139.90","2","Alice M.","mpesa","null","Web"
"13107","2024-03-12","moses kamau","Kenya","P016","Backpack","Accessories","763.30","1","Alice M.","mpesa","null","mobile"
"13108","2025-02-12",\N,"Kenya","P003","Hoodie","Footwear ","37.22","1","TEAM_A","unknown","null","affiliate"
"13109","2024-12-08","n. mwase","Kenya","P028","Leggings","Footwear","14.38","1","Unknown","Cash","NEW10","none"
"13110","2024-09-02","david karanja","rwanda","P024","Sandals","Apparel","48.32","1","Unknown","mpesa","DISC-20","mobile"
"13111","2024-06-02","sophia kim","Kenya","P026","Beanie","Clothes","13.49","1","Bob","Mpesa","null","none"
"13112","2025-08-19","b. kim","Tanzania","P026","Beanie","Clothes","13.49","1","TEAM_A","bank transfer","null","mobile"
"13113","2025-04-06",\N,"Tanzania","P011","Dress","Apparel","59.57","1","TEAM_A","Cash","null","Web"
"13114","2024-12-24","linda doe","Tanzania","P001","Denim Jacket","Accessories","139.90","1","Alice M.","mpesa","SUMMER","web"
"13115","2025-01-06","peter c mutiso","Rwanda","P011","Dress","Apparel","59.57","1","Unknown","Mpesa","null","Web"
"13116","2024-06-24",\N,"Kenya","P028","Leggings","Footwear","28.75","1","Alice M.","Debit","DISC-20","affiliate"
"13117","2024-10-12","esther doe","Kenya","P023","Loafers","Apparel","116.66","1","TEAM_A","Cash","NEW10","none"
"13118","2024-12-28","owen mutiso","Burundi","P022","Boots","Footwear","10.34","2","Unknown","unknown","null","none"
"13119","2024-03-06","david kim","Tanzania","P018","Bracelet","Footwear","113.51","1","TEAM_A","unknown","null","none"
"13120","2024-03-10","t. mutiso","rwanda","P018","Bracelet","Footwear","113.51","1","Unknown","unknown","null","none"
"13121","2024-04-16","paul mensah","Burundi","P006","Running Shoes","Clothes","116.45","2","Bob","mpesa","SUMMER","web"
"13122","2024-07-31","paul wanjiru","rwanda","P001","Denim Jacket","Accessories","139.90","1","TEAM_A","Debit","null","store"
"13123","2025-05-02","grace mensah","Kenya","P022","Boots","Footwear","10.34","1","charles","unknown","null","mobile"
"13124","2024-10-14","esther njoroge","South Sudan","P001","Denim Jacket","Accessories","139.90","1","Alice M.","Cash","null","Web"
"13125","2025-04-29","lydia karanja","Uganda","P022","Boots","Footwear","10.34","1","Unknown","bank transfer","null","mobile"
"13126","2023-05-14","alice c mugabe","Uganda","P003","Hoodie","Footwear ","372.20","2","charles","unknown","NEW10","store"
"13127","2024-04-05",\N,"South Sudan","P015","Socks","Apparel","83.19","1","Unknown","mpesa","DISC-20","none"
"13128","2024-08-05","mark d mutiso","Uganda","P008","Jeans","Footwear","1123.00","1","Unknown","Mpesa","SUMMER","affiliate"
"13129","2024-06-21","moses d okoth","Tanzania","P028","Leggings","Footwear","28.75","1","Unknown","bank transfer","null","web"
"13130","2024-05-29","fatima c mwangi","Kenya","P027","Sports Tee","Clothes","28.49","1","TEAM_A","unknown","DISC-20","mobile"
"13132","2024-12-12","lydia said","Uganda","P007","Belt","Apparel","22.02","1","TEAM_A","unknown","null","web"
"13134","2025-10-04","brian b doe","Kenya","P021","Sunglass Case","Footwear","50.53","1","Unknown","unknown","null","store"
"13135","2024-08-03","peter c ibrahim","Kenya","P017","Watch","Accessories","76.48","1","Unknown","Cash","NEW10","mobile"
"13136","2025-03-04","fatima d mwase","Kenya","P027","Sports Tee","Clothes","28.49","2","TEAM_A","Mpesa","NEW10","mobile"
"13140","2024-12-10","peter b otieno","Uganda","P024","Sandals","Apparel","48.32","1","charles","Cash","null","store"
"13141","2024-05-30","noah okoth","Kenya","P014","Shorts","Footwear","62.57","1","Alice M.","bank transfer","SUMMER","Web"
"13142","2024-07-26","peter mutiso","Uganda","P001","Denim Jacket","Accessories","139.90","1","Bob","Cash","null","store"
"13143","2025-01-12","e.  wanjiru","Uganda","P025","Windbreaker","Apparel","90.77","2","TEAM_A","bank transfer","null","web"
"13144","2024-02-14","grace okoth","Tanzania","P016","Backpack","Accessories","76.33","1","TEAM_A","Credit Card","SUMMER","web"
"13145","2024-03-23","mark mwangi","Uganda","P003","Hoodie","Footwear ","37.22","1","TEAM_A","bank transfer","null","mobile"
"13146","2024-05-22","jane  z  ibrahim","Rwanda","P018","Bracelet","Footwear","113.51","1","Unknown","Credit Card","null","store"
"13147","2025-05-27","amina kim","Uganda","P004","Sunglasses","Apparel","80.88","1","charles","mpesa","DISC-20","affiliate"
"13148","2024-12-06","chloe kim","Kenya","P030","Ankle Socks","Footwear ","83.25","1","Unknown","unknown","null","store"
"13149","2025-01-06","l. otieno","Kenya","P024","Sandals","Apparel","48.32","1","Unknown","bank transfer","null","mobile"
"13150","2024-03-27","alice d wanjiru","Kenya","P013","Blazer","Apparel","18.78","1","Unknown","unknown","SUMMER","Web"
"13151","2025-01-18",\N,"Kenya","P030","Ankle Socks","Footwear ","83.25","1","Unknown","Credit Card","null","store"
"13152","2024-02-10","owen karanja","Kenya","P011","Dress","Apparel","59.57","2","Unknown","Credit Card","null","store"
"13153","2024-01-21","brian b karanja","rwanda","P010","Cap","Accessories","28.77","1","charles","Credit Card","NEW10","none"
"13154","2025-09-15","paul mwangi","Tanzania","P017","Watch","Accessories","76.48","1","TEAM_A","unknown","NEW10","Web"
"13155","2025-06-27","peter ibrahim","Uganda","P011","Dress","Apparel","59.57","1","Alice M.","mpesa","null","web"
"13156","2025-03-21","owen wanjiru","rwanda","P029","Active Shorts","Apparel","27.63","2","charles","mpesa","SUMMER","web"
"13157","2024-07-07","fatima  z  mensah","South Sudan","P008","Jeans","Footwear","112.30","2","charles","mpesa","null","affiliate"
"13158","2024-10-20","o. kamau","South Sudan","P023","Loafers","Apparel","116.66","1","Bob","Cash","null","mobile"
"13159","2024-05-03","mark mwangi","Rwanda","P009","Scarf","Apparel","20.66","1","Unknown","unknown","null","Web"
"13160","2024-10-03","n. mutiso","Kenya","P019","Earrings","Accessories","43.66","1","Alice M.","Credit Card","NEW10","affiliate"
"13161","2024-04-07","mark ibrahim","Kenya","P024","Sandals","Apparel","48.32","2","TEAM_A","Debit","null","mobile"
"13162","2025-06-29","fatima mwase","Tanzania","P012","Skirt","Footwear","38.53","1","Alice M.","Credit Card","NEW10","web"
"13163","2024-09-22","lydia.z.mwangi@email.com","Uganda","P014","Shorts","Footwear","62.57","1","Bob","Mpesa","NEW10","affiliate"
"13164","2025-01-08","brian karanja","Rwanda","P014","Shorts","Footwear","62.57","1","Unknown","Cash","null","store"
"13165","2025-10-14","lydia wanjiru","Kenya","P019","Earrings","Accessories","43.66","1","charles","Debit","NEW10","none"
"13166","2025-01-11","peter mwase","South Sudan","P006","Running Shoes","Clothes","58.23","1","Unknown","Mpesa","NEW10","none"
"13167","2024-03-23","moses mugabe","Tanzania","P006","Running Shoes","Clothes","116.45","1","TEAM_A","unknown","DISC-20","none"
"13168","2025-08-09","linda b okoth","South Sudan","P019","Earrings","Accessories","43.66","1","Bob","Credit Card","null","store"
"13169","2025-02-10","sophia karanja","South Sudan","P023","Loafers","Apparel","116.66","1","TEAM_A","unknown","NEW10","web"
"13170","2025-01-01","david said","Tanzania","P014","Shorts","Footwear","62.57","1","Alice M.","unknown","DISC-20","mobile"
"13171","2024-02-03","brian mwangi","Rwanda","P010","Cap","Accessories","28.77","1","TEAM_A","Mpesa","null","mobile"
"13173","2024-12-23","e. mensah","Kenya","P019","Earrings","Accessories","43.66","1","TEAM_A","unknown","null","store"
"13174","2025-06-29","a. mwangi","Kenya","P009","Scarf","Apparel","20.66","1","TEAM_A","unknown","SUMMER","web"
"13175","2025-07-28","robert njoroge","Uganda","P011","Dress","Apparel","59.57","1","Unknown","bank transfer","DISC-20","mobile"
"13176","2024-01-20","esther b kim","Rwanda","P010","Cap","Accessories","28.77","1","TEAM_A","unknown","SUMMER","web"
"13177","2025-02-24","noah kim","Kenya","P026","Beanie","Clothes","13.49","2","charles","Cash","null","mobile"
"13178","2025-05-21","esther karanja","Tanzania","P028","Leggings","Footwear","28.75","2","TEAM_A","Debit","SUMMER","Web"
"13179","2024-05-10","john said","Kenya","P011","Dress","Apparel","59.57","1","TEAM_A","mpesa","DISC-20","mobile"
"13180","2024-04-24","mark  mugabe","South Sudan","P013","Blazer","Apparel","18.78","2","charles","Debit","NEW10","store"
"13181","2025-02-08","paul mensah","Kenya","P028","Leggings","Footwear","28.75","1","TEAM_A","bank transfer","SUMMER","mobile"
"13182","2024-12-13","robert wanjiru","Kenya","P012","Skirt","Footwear","38.53","1","Bob","Debit","NEW10","none"
"13183","2025-08-15","j. wanjiru","Uganda","P020","Necklace","Apparel","12.82","1","Bob","Mpesa","null","store"
"13184","2024-03-03","m.  mwase","Tanzania","P019","Earrings","Accessories","43.66","1","Unknown","unknown","null","affiliate"
"13185","2024-07-20","brian z wanjiru","Uganda","P003","Hoodie","Footwear ","37.22","1","charles","unknown","NEW10","Web"
"13187","2025-01-13","a. kim","Uganda","P011","Dress","Apparel","59.57","1","Alice M.","unknown","SUMMER","web"
"13188","2024-09-30","t. said","Kenya","P009","Scarf","Apparel","20.66","3","Alice M.","Credit Card","null","Web"
"13189","2025-07-28","peter karanja","Tanzania","P007","Belt","Apparel","22.02","1","Alice M.","bank transfer","null","none"
"13190","2025-02-23","jane said","Kenya","P016","Backpack","Accessories","76.33","1","TEAM_A","unknown","null","store"
"13191","2025-02-11","tom okoth","South Sudan","P018","Bracelet","Footwear","113.51","2","Unknown","Mpesa","NEW10","Web"
"13192","2025-10-12","sam  mwangi","South Sudan","P019","Earrings","Accessories","43.66","1","Unknown","unknown","NEW10","store"
"13193","2025-05-04","sam okoth","Uganda","P010","Cap","Accessories","28.77","1","Unknown","Credit Card","DISC-20","mobile"
"13194","2024-10-22","owen otieno","Tanzania","P017","Watch","Accessories","76.48","3","charles","unknown","NEW10","none"
"13195","2024-08-12","john okoth","rwanda","P015","Socks","Apparel","83.19","2","Unknown","Mpesa","null","web"
"13197","2024-07-19","owen kamau","South Sudan","P021","Sunglass Case","Footwear","50.53","2","Unknown","unknown","SUMMER","none"
"13198","2024-03-13","robert doe","Tanzania","P017","Watch","Accessories","76.48","1","TEAM_A","Debit","NEW10","affiliate"
